Company_Brand,Funding_Year,HeadQuarter,Sector,Amount($),Stage,Funding,Category
Inc42,2018,New Delhi,"media and entertainment, news, publishing",0.0,Seed,Seed Stage,Social
Picxy,2018,Guntur,internet,1857.14,Seed,Seed Stage,Technology
Huddle,2018,Haryana,consulting,4285.71,Seed,Seed Stage,Others
Benepik,2018,Gurgaon,human resources,0.0,Seed,Seed Stage,Finance
Cash Suvidha,2018,New Delhi,finance,14285.71,Seed,Seed Stage,Finance
Smartcoin,2018,Bangalore,"big data, financial services, machine learning, predictive analytics",28571.43,Seed,Seed Stage,Technology
Carmel Organics,2018,Indore,"agriculture, agtech, manufacturing",0.0,Series A,Series_Stage,Technology
Roadcast,2018,New Delhi,,3571.43,Angel,Later Stage,Others
Printline Media(ThePrint),2018,New Delhi,"digital media, news, publishing",498571.43,Seed,Seed Stage,Others
Creditas Solutions,2018,Gurgaon,financial services,0.0,Seed,Seed Stage,Finance
UrbanPiper,2018,Bengaluru,software,0.0,Seed,Seed Stage,Saas
Doxper,2018,Mumbai,"health care, hospital",1028571.43,Seed,Seed Stage,Transportation
i2ifunding,2018,Noida,"crowdfunding, finance, financial services",714285.71,Angel,Later Stage,Finance
ShakeDeal,2018,Bangalore,"b2b, e-commerce, enterprise",0.0,Seed,Seed Stage,B2b
HelloVerify,2018,Noida,"fraud detection, information services, security",0.0,Seed,Seed Stage,Others
Fasal,2018,Bengaluru,"agriculture, agtech, artificial intelligence, internet of things, machine learning",1714.29,Seed,Seed Stage,Technology
CoinGeto,2018,Delhi,"cryptocurrency, trading platform",1714285.71,Seed,Seed Stage,Finance
Avail Finance,2018,Bangalore,"finance, fintech, mobile payments",245714.29,Series A,Series_Stage,Technology
Tripeur,2018,Bengaluru,information technology,8571.43,Seed,Seed Stage,Technology
Wedeterna,2018,Bangalore,wedding,0.0,Angel,Later Stage,Others
Stumagz,2018,Hyderabad,digital media,0.0,Seed,Seed Stage,Others
Doubtnut,2018,Gurgaon,"e-learning, edtech, education, image recognition, machine learning, stem education",500000.0,Seed,Seed Stage,Technology
MCaffeine,2018,Mumbai,consumer goods,457142.86,Seed,Seed Stage,Others
TrustCheckr,2018,Bengaluru,information technology,1428.57,Angel,Later Stage,Technology
HealthAssure,2018,Mumbai,"fitness, health care, wellness",14285.71,Seed,Seed Stage,Transportation
Picture TIme,2018,New Delhi,digital entertainment,3571428.57,Seed,Seed Stage,Social
1Crowd,2018,Mumbai,"crowdsourcing, financial services, funding platform, venture capital",50000.0,Angel,Later Stage,Finance
Aarav Unmanned Systems,2018,Bangalore,"delivery, drones, geospatial, robotics",0.0,Seed,Seed Stage,Others
Wellthy Therapeutics Pvt Ltd,2018,Mumbai,"health care, hospital",1928571.43,Seed,Seed Stage,Transportation
Nua,2018,Mumbai,consumer goods,0.0,Seed,Seed Stage,Others
Kuvera.in,2018,Bangalore,financial services,3571.43,Angel,Later Stage,Finance
Livehealth,2018,Pune,"health care, information technology, management information systems",15714.29,Seed,Seed Stage,Technology
Gramophone,2018,Indore,farming,14285.71,Seed,Seed Stage,Farming
Ora,2018,Kolkata,"business travel, hospitality, hotel, marketplace, tourism, travel accommodations",0.0,Seed,Seed Stage,Others
Buddy4Study.com,2018,Noida,"career planning, education, higher education, service industry",42857.14,Series A,Series_Stage,Education
Predible Health,2018,Bangalore,medical device,0.0,Seed,Seed Stage,Others
Syncremedies Healthcare Pvt Ltd,2018,Bangalore,"alternative medicine, health care",0.0,Seed,Seed Stage,Transportation
Blueleaf Cyberspace Systems,2018,Bangalore,"internet, software",0.0,Seed,Seed Stage,Technology
Toffee,2018,Gurgaon,,21428.57,Seed,Seed Stage,Others
ORO Wealth,2018,Mumbai,,22857.14,Series A,Series_Stage,Others
HealWell24,2018,Mumbai,"dental, elder care, health care, home health care, personal health",2857.14,Seed,Seed Stage,Transportation
Acko General Insurance,2018,Mumbai,"financial services, insurance, private social networking",171428.57,Series A,Series_Stage,Finance
arzooo.com,2018,Bangalore,"consumer electronics, e-commerce, e-commerce platforms, electronics, shipping, shopping",214285.71,Seed,Seed Stage,Others
Bonphul Air Products,2018,Delhi,cleantech,285714.29,Angel,Later Stage,Technology
DheeYantra Research Labs,2018,Bangalore,artificial intelligence,0.0,Seed,Seed Stage,Ai
Edyoo,2018,Bengaluru,education,14285.71,Seed,Seed Stage,Education
Chtrbox,2018,Mumbai,"advertising, internet, marketing",142857.14,Angel,Later Stage,Technology
Aashiyaan Housing and Development Finance,2018,Kolkata,financial services,1928571.43,Seed,Seed Stage,Finance
BetterPlace Safety Solutions Pvt. Ltd.,2018,Bangalore City,"human resources, security, training",42857.14,Series A,Series_Stage,Finance
Cashkumar,2018,Bengaluru,"consumer lending, finance, fintech",714285.71,Seed,Seed Stage,Technology
Rocketium,2018,Bangalore,"marketing, social media, video",285714.29,Seed,Seed Stage,Technology
FreightBazaar,2018,Hyderabad,transportation,0.0,Seed,Seed Stage,Transportation
OPEN,2018,Bangalore,banking,0.0,Seed,Seed Stage,Finance
mfine,2018,Bengaluru,"health care, hospital",60000.0,Series A,Series_Stage,Transportation
Earth Food,2018,Pune,"food and beverage, food processing",914285.71,Seed,Seed Stage,Restaurant
Charcoal Eats,2018,Mumbai,food processing,714285.71,Seed,Seed Stage,Restaurant
Wishfie,2018,Bangalore,apps,0.0,Seed,Seed Stage,Technology
The Social Hook,2018,Bengaluru,marketing,0.0,Seed,Seed Stage,Marketing
FreightBro,2018,Mumbai,"apps, b2b, freight service, logistics, saas, shipping, supply chain management, transportation",0.0,Seed,Seed Stage,Technology
Finwego,2018,Chennai,,0.0,Seed,Seed Stage,Others
Cricnwin,2018,Gurgaon,"digital entertainment, fantasy sports, gaming, sports",0.0,Seed,Seed Stage,Social
Wicked Ride Adventure Services Private Limited,2018,Bangalore,"automotive, last mile transportation, peer to peer, ride sharing",10000000.0,Venture   Series Unknown,Others,Transportation
Career Anna,2018,Bangalore,"commercial, e-learning, education",571428.57,Seed,Seed Stage,Education
ERUDITUS Executive Education,2018,Mumbai,"continuing education, edtech, education, skill assessment",40000000.0,Series C,Series_Stage,Technology
Gaia Smart Cities,2018,Mumbai,"smart cities, telecommunications",0.0,Seed,Seed Stage,Others
Square Off,2018,Mumbai,"internet of things, robotics",1100000.0,Seed,Seed Stage,Technology
UrbanClap,2018,Delhi,"apps, home services, information services, information technology",50000000.0,Series D,Series_Stage,Technology
Hospals,2018,New Delhi,"medical, tourism",1500000.0,Seed,Seed Stage,Others
Kogta Financial India Limited,2018,Jaipur,financial services,22000000.0,Series B,Series_Stage,Finance
Perspectico,2018,New Delhi,"career planning, education, internet",0.0,Seed,Seed Stage,Technology
The Souled Store,2018,Mumbai,"fashion, graphic design, wearables",3000000.0,Venture   Series Unknown,Others,Real estate
Hush - Speak Up. Make Work Better,2018,Bangalore,"communities, leisure, mobile apps, software",642857.14,Seed,Seed Stage,Technology
Drivezy,2018,Bengaluru,"automotive, rental, sharing economy",100000000.0,Debt Financing,Debt Stage,Transportation
Freyr Energy,2018,Hyderabad,"energy, environmental consulting, renewable energy, solar",1500000.0,Series A,Series_Stage,Others
NIRAMAI Health Analytix,2018,Bangalore,"health care, hospital",6000000.0,Seed,Seed Stage,Transportation
CloudSek,2018,Bengaluru,"information technology, saas, security",2000000.0,Seed,Seed Stage,Technology
Lendbox,2018,Delhi,"crowdfunding, financial services, internet",857142.86,Seed,Seed Stage,Technology
Verloop,2018,Bangalore,"customer service, information technology, internet, sales automation",3000000.0,Series A,Series_Stage,Technology
Flickstree,2018,Mumbai,"advertising, artificial intelligence, digital media, ios, location based services, news, video, video on demand, video streaming",0.0,Seed,Seed Stage,Technology
Paymatrix,2018,Hyderabad,"credit cards, payments, property insurance, property management, rental property",100000.0,Seed,Seed Stage,Finance
Idha Skin Clinic,2018,Bangalore City,"beauty, cosmetics, health care, service industry",71428.57,Seed,Seed Stage,Transportation
InCred,2018,Mumbai,"banking, finance, financial services",41900000.0,Private Equity,Others,Finance
Vedantu,2018,Bangalore,"edtech, education, mobile, tutoring",11000000.0,Series B,Series_Stage,Technology
Sportido,2018,Noida,"social media, sports",0.0,Seed,Seed Stage,Social
Stelis Biopharma,2018,Bangalore,biopharma,100000000.0,Series B,Series_Stage,Others
Magicpin,2018,Gurgaon,"e-commerce, e-commerce platforms, retail",20142857.14,Series C,Series_Stage,Ai
Try & Buy,2018,New Delhi,"e-commerce, fashion, shopping",0.0,Seed,Seed Stage,Beauty
Mech Mocha,2018,Bangalore,"digital entertainment, mobile, pc games",3530000.0,Series B,Series_Stage,Social
Aye Finance,2018,Gurgaon,"finance, financial services, small and medium businesses",1028571.43,Debt Financing,Debt Stage,Finance
Aldopay,2018,Chennai,mobile payments,200000.0,Seed,Seed Stage,Finance
Detect Technologies,2018,Chennai,"artificial intelligence, energy, oil and gas",3300000.0,Series A,Series_Stage,Ai
Signzy,2018,Bangalore,"computer, fintech, risk management, software",3428571.43,Series A,Series_Stage,Technology
CashRich,2018,Mumbai,"apps, financial services, fintech",1000000.0,Seed,Seed Stage,Technology
Cloudnine Hospitals,2018,Bangalore,"child care, health care, hospital, medical, women's",0.0,Private Equity,Others,Transportation
CropIn Technologies,2018,Bengaluru,"agriculture, mobile",8285714.29,Series B,Series_Stage,Farming
Billdesk,2018,Ahmedabad,"finance, fintech, payments, property development, rental",0.0,Venture   Series Unknown,Others,Technology
Yaantra,2018,Delhi,"information services, information technology, mobile, software",2000000.0,Debt Financing,Debt Stage,Technology
TECHBOOZE,2018,New Delhi,education,100000.0,Seed,Seed Stage,Education
HealthifyMe,2018,Bangalore,"apps, fitness, health care, mhealth",6000000.0,Series B,Series_Stage,Technology
hoi foods,2018,Gurgaon,"food and beverage, food delivery",514285.71,Seed,Seed Stage,Restaurant
Perpule,2018,Bangalore,"apps, payments, retail",4857142.86,Series A,Series_Stage,Technology
Royal Sundaram General Insurance Co. Limited,2018,Kalpakkam,"health insurance, insurance, life insurance",210000000.0,Corporate Round,Later Stage,Health
CleanseCar,2018,Bangalore,automotive,500000.0,Angel,Later Stage,Transportation
DRIVEU,2018,Bengaluru,"rental, taxi service, travel",1000000.0,Venture   Series Unknown,Others,Finance
Spinny,2018,Gurgaon,"e-commerce, e-commerce platforms, internet, retail",11000000.0,Series A,Series_Stage,Technology
Asset Reconstruction Company (India) Ltd.,2018,Mumbai,"financial services, professional services",0.0,Secondary Market,Later Stage,Finance
Med365 Healthcare,2018,Jaipur,health diagnostics,714285.71,Seed,Seed Stage,Health
Dunzo,2018,Bangalore,"customer service, messaging, mobile apps, personalization",1000000.0,Debt Financing,Debt Stage,Technology
Mobile Premier League (MPL),2018,Bengaluru,"gaming, ios, sports",5000000.0,Series A,Series_Stage,Sports
WalMart India,2018,Gurgaon,retail,37680000.0,Venture   Series Unknown,Others,Ai
Cred,2018,Bengaluru,,0.0,Seed,Seed Stage,Others
Meesho,2018,Bangalore,"e-commerce, e-commerce platforms, internet, mobile apps, social media",50000000.0,Series C,Series_Stage,Technology
BhaskarGuru,2018,Bhopal,search engine,1000000.0,Seed,Seed Stage,Others
Gugu,2018,Coimbatore,"battery, electric vehicle, energy, renewable energy, transportation",250000.0,Seed,Seed Stage,Transportation
FarmTaaza,2018,Bengaluru,"agriculture, farmers market, farming",0.0,Series A,Series_Stage,Farming
Vizzbee,2018,Bhopal,"artificial intelligence, drones, navigation, packaging services, robotics",20000.0,Pre Seed,Pre_Seed Stage,Ai
BIGPHI TECHNOLOGIES PVT. LTD.,2018,Bangalore,fashion,900000.0,Angel,Later Stage,Beauty
Mobycy,2018,Gurgaon,"fitness, greentech, internet of things, mobile apps, ride sharing, transportation",0.0,Angel,Later Stage,Technology
Traveo Soft Pvt. Ltd.,2018,Bangalore,"mobile, software, travel",17142.86,Unknown,Others,Saas
Em Personal Care,2018,Worli,cosmetics,0.0,Seed,Seed Stage,Beauty
Lucideus,2018,New Delhi,"consulting, cyber security, network security",71428.57,Venture   Series Unknown,Others,Networking
Eupheus Learning,2018,Delhi,"e-learning, edtech, education",0.0,Seed,Seed Stage,Technology
GamingMonk,2018,New Delhi,"esports, gaming, video games",571428.57,Series A,Series_Stage,Technology
Sukkhi Jewellery,2018,Mumbai,"fashion, jewelry",7285714.29,Venture   Series Unknown,Others,Beauty
INDwealth,2018,Gurgaon,financial services,31428571.43,Seed,Seed Stage,Finance
Medikabazaar,2018,Mumbai,"b2b, medical device",71428.57,Series A,Series_Stage,B2b
NIRA,2018,Bangalore,"credit, financial services, fintech, lending",14285.71,Seed,Seed Stage,Technology
Duroflex Pvt. Ltd.,2018,Alleppey,"consumer goods, manufacturing",314285.71,Private Equity,Others,Others
Clensta,2018,New Delhi,"biotechnology, health care, wellness",0.0,Seed,Seed Stage,Technology
Jetbrain Robotics,2018,Gurgaon,"health care, hospital, medical, robotics",1000.0,Seed,Seed Stage,Transportation
Medimetry,2018,Haryana,health care,0.0,Seed,Seed Stage,Transportation
Healthkart,2018,Gurgaon,"e-commerce, fitness, health care",142857.14,Venture   Series Unknown,Others,Transportation
Indiabulls Ventures,2018,Mumbai,"financial services, venture capital",219885714.29,Post Ipo Equity,Others,Finance
Vistara,2018,Haryana,aerospace,285714285.71,Private Equity,Others,Others
ClearTax,2018,New Delhi,"accounting, apps, fintech",57142857.14,Series B,Series_Stage,Technology
Shuttl,2018,Gurgaon,"apps, mobile, transportation",14285.71,Debt Financing,Debt Stage,Technology
GuruQ,2018,New Delhi,reading apps,357142.86,Seed,Seed Stage,Technology
Azure Power,2018,New Delhi,"energy, renewable energy, solar",2642857.14,Post Ipo Equity,Others,Others
Cube,2018,Mumbai,"banking, financial services, fintech",2000000.0,Series A,Series_Stage,Technology
RAHI Care,2018,Chandigarh,"health care, hospital",0.0,Venture   Series Unknown,Others,Transportation
Mynvax,2018,Bangalore,biotechnology,0.0,Angel,Later Stage,Technology
Loans4SME,2018,Mumbai,financial services,0.0,Seed,Seed Stage,Finance
UpCyclersLab,2018,Mumbai,"apps, education, retail",0.0,Seed,Seed Stage,Technology
Cellerite Systems,2018,Hyderabad,electric vehicle,0.0,Seed,Seed Stage,Others
Taru Naturals,2018,Mumbai,"agriculture, farming",0.0,Seed,Seed Stage,Farming
LetsMD,2018,New Delhi,"fitness, health care, wellness",14285.71,Seed,Seed Stage,Transportation
Twenty Two Motors,2018,Haryana,"automotive, battery, electric vehicle, manufacturing, mechanical design",928571.43,Corporate Round,Later Stage,Transportation
Truebil,2018,Mumbai,"automotive, e-commerce, marketplace",28571.43,Series A,Series_Stage,Transportation
FarmersFZ,2018,Kochi,agriculture,0.0,Seed,Seed Stage,Farming
Worxogo,2018,Bangalore,information technology,2357142.86,Series A,Series_Stage,Technology
Vivish Technologies (myGate),2018,Bengaluru,"apps, information services, information technology",9285714.29,Series A,Series_Stage,Technology
Singularity Dynamics,2018,Bengaluru,artificial intelligence,0.0,Seed,Seed Stage,Ai
Virtual MetalStreet(MetalStreet),2018,Bengaluru,"b2b, marketplace",10000.0,Angel,Later Stage,B2b
Veritas Finance,2018,Guindy,financial services,428571.43,Venture   Series Unknown,Others,Finance
Manjushree Technopack,2018,Bangalore,packaging services,0.0,Private Equity,Others,Others
GoZefo,2018,Bangalore,"computer, furniture, software",3000000.0,Venture   Series Unknown,Others,Saas
Zomato,2018,Gurgaon,"food delivery, hospitality, reservations, restaurants, search engine",3000000.0,Secondary Market,Later Stage,Restaurant
Innov8 Coworking,2018,New Delhi,"collaboration, communities, coworking, real estate",57142.86,Seed,Seed Stage,Real estate
RevFin,2018,Delhi,"accounting, banking, finance",0.0,Seed,Seed Stage,Finance
Lavelle Networks,2018,Bengaluru,"cloud computing, enterprise software, network hardware, network security, saas",285714.29,Venture   Series Unknown,Others,Networking
Blackbuck,2018,Bengaluru,"information services, internet, logistics, supply chain management, transportation",28994285.71,Series D,Series_Stage,Technology
Cardekho,2018,Gurgaon,"automotive, e-commerce, information services",1071428.57,Series C,Series_Stage,Transportation
ElasticRun,2018,Pune,"delivery, logistics, transportation",8571428.57,Series B,Series_Stage,Transportation
Droom Technology Private Limited,2018,Gurgaon,"automotive, e-commerce platforms, marketplace",428571.43,Series E,Series_Stage,Transportation
Vogo Rentals,2018,Kormangala,"last mile transportation, railroad, transportation, travel",1142857.14,Debt Financing,Debt Stage,Transportation
